date,open,high,low,close,change,volume
2024-05-15,2358.20,2390.36,2351.82,2386.04,1.19%,0
2024-05-16,2386.42,2397.44,2371.01,2376.44,-0.40%,0
2024-05-17,2376.81,2422.87,2373.96,2414.89,1.62%,0
2024-05-20,2415.02,2450.13,2407.34,2425.12,0.42%,0
2024-05-21,2426.84,2434.00,2406.32,2421.64,-0.14%,0
2024-05-22,2423.75,2426.64,2374.98,2378.25,-1.79%,0
2024-05-23,2378.60,2383.86,2327.00,2328.37,-2.10%,0
2024-05-24,2328.40,2347.54,2325.40,2333.76,0.23%,0
2024-05-27,2334.50,2358.56,2332.36,2350.74,0.73%,0
2024-05-28,2352.29,2364.12,2340.17,2360.95,0.43%,0
2024-05-29,2361.00,2362.86,2334.75,2338.77,-0.94%,0
2024-05-30,2339.67,2351.83,2322.72,2343.00,0.18%,0
2024-05-31,2345.07,2353.24,2323.96,2326.97,-0.68%,0
2024-06-03,2329.61,2354.82,2314.76,2350.35,1.00%,0
2024-06-04,2349.00,2351.76,2315.53,2327.68,-0.96%,0
2024-06-05,2328.00,2358.07,2325.88,2354.78,1.16%,0
2024-06-06,2355.16,2378.57,2353.60,2375.61,0.88%,0
2024-06-07,2376.50,2387.85,2286.77,2292.71,-3.49%,0
2024-06-10,2296.00,2313.87,2287.31,2310.53,0.78%,0
2024-06-11,2311.00,2320.17,2297.69,2316.27,0.25%,0
2024-06-12,2315.53,2341.70,2310.80,2322.52,0.27%,0
2024-06-13,2325.70,2326.70,2295.68,2303.19,-0.83%,0
2024-06-14,2302.52,2336.87,2301.35,2332.52,1.27%,0
2024-06-17,2332.20,2333.48,2310.02,2318.87,-0.59%,0
2024-06-18,2319.38,2333.25,2306.63,2328.33,0.41%,0
2024-06-19,2329.79,2335.10,2323.84,2327.48,-0.04%,0
2024-06-20,2329.15,2365.52,2327.30,2359.63,1.38%,0
2024-06-21,2360.30,2368.85,2316.76,2320.34,-1.66%,0
2024-06-24,2321.60,2335.02,2317.37,2332.93,0.54%,0
2024-06-25,2333.25,2337.26,2315.56,2319.01,-0.60%,0
2024-06-26,2320.00,2323.95,2293.70,2297.91,-0.91%,0
2024-06-27,2299.80,2331.00,2296.50,2327.45,1.29%,0
2024-06-28,2327.75,2339.79,2319.15,2325.71,-0.07%,0
2024-07-01,2326.46,2338.72,2318.55,2331.70,0.26%,0
2024-07-02,2332.05,2336.90,2319.24,2329.28,-0.10%,0
2024-07-03,2328.00,2365.06,2326.93,2356.06,1.15%,0
2024-07-04,2353.70,2362.64,2350.76,2356.12,0.00%,0
2024-07-05,2358.01,2393.04,2354.03,2391.46,1.50%,0
2024-07-08,2391.77,2391.85,2351.16,2358.80,-1.37%,0
2024-07-09,2358.60,2371.52,2349.59,2363.58,0.20%,0
2024-07-10,2363.80,2386.75,2362.73,2371.07,0.32%,0
2024-07-11,2371.58,2424.62,2370.83,2414.78,1.84%,0
2024-07-12,2416.47,2418.37,2391.52,2411.27,-0.15%,0
2024-07-15,2409.50,2439.74,2401.35,2422.07,0.45%,0
2024-07-16,2424.80,2469.91,2423.54,2468.57,1.92%,0
2024-07-17,2476.22,2483.78,2451.60,2458.38,-0.41%,0
