date,close,open,high,low,volume,change
2023-04-05,80.44,80.84,81.14,79.64,,-0.52%
2023-04-06,80.36,80.44,80.86,79.56,,-0.10%
2023-04-09,80.75,80.58,81.14,80.58,,0.49%
2023-04-10,79.80,80.77,81.05,79.55,,-1.18%
2023-04-11,81.41,79.78,81.53,79.33,,2.02%
2023-04-12,83.04,81.42,83.47,81.23,,2.00%
2023-04-13,82.22,83.03,83.37,82.06,,-0.99%
2023-04-14,82.65,82.20,83.05,81.73,,0.52%
2023-04-16,82.55,82.55,82.67,82.39,,-0.12%
2023-04-17,80.89,82.53,82.67,80.53,,-2.01%
2023-04-18,81.03,80.91,81.58,79.98,,0.17%
2023-04-19,78.94,81.00,81.30,78.61,,-2.58%
2023-04-20,77.17,78.98,79.06,77.03,,-2.24%
2023-04-21,77.98,77.17,78.42,76.78,,1.05%
2023-04-23,77.78,77.95,77.95,77.67,,-0.26%
2023-04-24,78.67,77.77,79.21,76.77,,1.14%
2023-04-25,77.33,78.70,79.11,76.57,,-1.70%
2023-04-26,74.45,77.38,77.97,74.09,,-3.72%
2023-04-27,74.83,74.44,75.31,74.08,,0.51%
2023-04-28,76.70,74.84,76.95,73.98,,2.50%
2023-04-30,76.12,76.67,76.72,76.09,,-0.76%
2023-05-01,75.62,76.17,76.31,74.58,,-0.66%
2023-05-02,71.64,75.61,76.14,71.46,,-5.26%
2023-05-03,67.25,71.62,71.81,64.00,,-6.13%
2023-05-04,68.77,67.56,69.83,67.54,,2.26%
2023-05-05,71.40,68.75,71.82,68.52,,3.82%
2023-05-07,71.44,71.38,71.92,71.38,,0.06%
2023-05-08,73.00,71.39,73.71,71.06,,2.18%
2023-05-09,73.61,73.00,73.79,71.39,,0.84%
2023-05-10,72.89,73.62,73.89,71.83,,-0.98%
2023-05-11,71.36,72.88,73.52,70.66,,-2.10%
2023-05-12,70.11,71.33,71.77,69.96,,-1.75%
2023-05-14,70.06,70.08,70.20,69.97,,-0.07%
2023-05-15,71.42,70.06,71.69,69.42,,1.94%
2023-05-16,70.67,71.42,71.80,70.49,,-1.05%
2023-05-17,72.77,70.62,73.33,70.11,,2.97%
2023-05-18,72.14,72.78,73.00,71.59,,-0.87%
2023-05-19,71.93,72.14,73.56,71.22,,-0.29%
2023-05-21,71.86,71.92,71.98,71.72,,-0.10%
2023-05-22,72.36,71.91,72.56,70.72,,0.70%
2023-05-23,73.88,72.33,74.02,71.75,,2.10%
2023-05-24,74.25,73.89,74.76,73.17,,0.50%
2023-05-25,71.88,74.28,74.40,71.06,,-3.19%
2023-05-26,72.92,71.86,73.08,71.53,,1.45%
2023-05-28,73.23,73.19,73.47,73.09,,0.43%
2023-05-29,72.89,73.25,73.56,72.08,,-0.46%
2023-05-30,69.57,72.92,73.39,69.05,,-4.55%
2023-05-31,67.75,69.54,69.70,67.06,,-2.62%
2023-06-01,70.11,67.75,71.08,67.55,,3.48%
2023-06-02,71.94,70.11,72.19,70.03,,2.61%
2023-06-04,73.39,73.78,74.34,73.30,,2.02%
2023-06-05,71.97,73.39,73.86,71.75,,-1.93%
2023-06-06,71.77,71.98,72.34,70.14,,-0.28%
2023-06-07,72.44,71.72,73.18,71.03,,0.93%
2023-06-08,70.86,72.41,73.30,69.09,,-2.18%
2023-06-09,70.34,70.86,71.78,70.13,,-0.73%
2023-06-11,70.00,70.19,70.25,69.86,,-0.48%
2023-06-12,67.42,69.97,69.98,66.81,,-3.69%
2023-06-13,69.20,67.44,69.83,67.17,,2.64%
2023-06-14,68.56,69.22,70.50,68.12,,-0.92%
2023-06-15,70.66,68.53,71.01,68.03,,3.06%
2023-06-16,71.49,70.67,71.88,70.05,,1.17%
2023-06-18,71.34,71.53,71.58,71.28,,-0.21%
2023-06-19,71.19,71.33,72.12,70.69,,-0.21%
2023-06-20,70.81,71.23,72.25,69.65,,-0.53%
2023-06-21,72.38,70.80,72.58,70.75,,2.22%
2023-06-22,69.22,72.34,72.53,68.83,,-4.37%
2023-06-23,69.41,69.20,69.49,67.25,,0.27%
2023-06-25,69.84,69.53,69.97,69.36,,0.62%
2023-06-26,69.37,69.86,69.94,68.62,,-0.67%
2023-06-27,67.84,69.39,70.05,67.41,,-2.21%
2023-06-28,69.22,67.86,69.64,66.97,,2.03%
2023-06-29,69.66,69.23,70.50,68.87,,0.64%
2023-06-30,70.37,69.67,70.94,69.48,,1.02%
2023-07-02,70.34,70.33,70.36,70.20,,-0.04%
2023-07-03,70.02,70.33,71.69,69.64,,-0.45%
2023-07-04,71.00,70.00,71.27,69.83,,1.40%
2023-07-05,71.88,71.02,72.10,70.30,,1.24%
2023-07-06,71.78,71.86,72.28,70.17,,-0.14%
2023-07-07,73.63,71.78,73.84,71.14,,2.58%
2023-07-09,73.52,73.78,73.78,73.41,,-0.15%
2023-07-10,73.08,73.53,74.09,72.72,,-0.60%
2023-07-11,74.75,73.11,74.90,72.94,,2.29%
2023-07-12,75.80,74.72,76.03,74.64,,1.40%
2023-07-13,77.15,75.78,77.24,75.31,,1.78%
2023-07-14,75.27,77.16,77.20,75.15,,-2.44%
2023-07-16,74.90,75.00,75.12,74.61,,-0.49%
2023-07-17,74.22,74.89,76.05,73.86,,-0.91%
2023-07-18,75.81,74.20,75.97,73.92,,2.14%
2023-07-19,75.25,75.80,76.94,75.10,,-0.74%
2023-07-20,75.91,75.25,76.22,74.59,,0.88%
2023-07-21,76.87,75.89,77.36,75.78,,1.26%
2023-07-23,76.66,77.05,77.05,76.64,,-0.27%
2023-07-24,78.94,76.64,79.33,76.52,,2.97%
2023-07-25,79.36,78.92,79.96,78.36,,0.53%
2023-07-26,79.08,79.39,79.82,78.63,,-0.35%
2023-07-27,79.69,79.06,80.67,79.02,,0.77%
2023-07-28,80.73,79.67,80.75,79.14,,1.31%
2023-07-30,80.45,80.58,80.69,80.45,,-0.35%
2023-07-31,81.70,80.47,82.05,80.19,,1.55%
2023-08-01,82.30,81.67,82.47,80.68,,0.73%
2023-08-02,79.80,82.30,82.47,79.11,,-3.04%
2023-08-03,81.83,79.81,81.90,78.75,,2.54%
2023-08-04,82.66,81.82,83.27,81.57,,1.01%
2023-08-06,83.00,82.91,83.33,82.81,,0.41%
2023-08-07,82.44,82.97,83.28,81.59,,-0.67%
2023-08-08,82.78,82.42,83.09,79.97,,0.41%
2023-08-09,84.27,82.77,84.67,82.70,,1.80%
2023-08-10,82.92,84.25,84.92,82.66,,-1.60%
2023-08-11,83.10,82.89,83.83,82.25,,0.22%
2023-08-13,82.92,83.11,83.11,82.77,,-0.22%
2023-08-14,82.39,82.92,83.19,81.80,,-0.64%
2023-08-15,81.08,82.42,82.92,80.44,,-1.59%
2023-08-16,79.25,81.11,81.47,79.19,,-2.26%
2023-08-17,80.06,79.25,81.08,79.08,,1.02%
2023-08-18,81.19,80.05,81.43,79.50,,1.41%
2023-08-20,81.03,81.11,81.11,80.88,,-0.20%
2023-08-21,80.53,81.02,82.17,80.41,,-0.62%
2023-08-22,80.05,80.50,80.78,79.88,,-0.60%
2023-08-23,79.00,80.02,80.31,78.02,,-1.31%
2023-08-24,79.30,78.97,79.66,77.97,,0.38%
2023-08-25,80.42,79.27,80.80,78.56,,1.41%
2023-08-27,80.53,80.42,80.70,80.33,,0.14%
2023-08-28,80.39,80.55,81.18,79.94,,-0.17%
2023-08-29,81.67,80.36,81.78,79.69,,1.59%
2023-08-30,81.92,81.69,82.36,81.19,,0.31%
2023-08-31,83.89,81.92,83.97,81.78,,2.40%
2023-09-01,86.31,83.86,86.32,83.83,,2.88%
2023-09-03,86.10,86.26,86.27,85.98,,-0.24%
2023-09-04,86.05,86.09,86.38,85.53,,-0.06%
2023-09-05,87.06,86.05,88.27,85.25,,1.17%
2023-09-06,87.89,87.03,88.30,86.16,,0.95%
2023-09-07,86.92,87.89,87.95,86.61,,-1.10%
2023-09-08,87.42,86.94,88.14,86.36,,0.58%
2023-09-10,87.11,87.53,87.53,87.06,,-0.35%
2023-09-11,87.42,87.12,88.30,86.86,,0.36%
2023-09-12,88.94,87.44,89.49,87.34,,1.74%
2023-09-13,88.80,88.94,89.75,88.42,,-0.16%
2023-09-14,90.67,88.81,90.95,88.78,,2.11%
2023-09-15,91.15,90.67,91.30,89.38,,0.53%
2023-09-17,90.84,91.06,91.06,90.72,,-0.34%
2023-09-18,91.73,90.82,92.05,90.58,,0.98%
2023-09-19,91.33,91.72,93.08,90.99,,-0.44%
2023-09-20,89.81,91.33,91.68,89.59,,-1.66%
2023-09-21,90.32,89.77,91.59,88.98,,0.57%
2023-09-22,90.93,90.33,91.91,89.91,,0.68%
2023-09-24,91.16,91.02,91.17,90.72,,0.25%
2023-09-25,90.23,91.11,91.36,89.56,,-1.02%
2023-09-26,91.06,90.27,91.23,88.70,,0.92%
2023-09-27,94.33,91.08,94.64,91.08,,3.59%
2023-09-28,92.17,94.36,95.52,91.89,,-2.29%
2023-09-29,91.19,92.12,93.53,90.81,,-1.06%
2023-10-01,91.50,91.28,91.61,91.27,,0.34%
2023-10-02,88.94,91.53,92.27,88.75,,-2.80%
2023-10-03,89.72,88.92,90.62,88.12,,0.88%
2023-10-04,84.62,89.72,89.92,84.50,,-5.68%
2023-10-05,83.11,84.58,85.22,82.45,,-1.78%
2023-10-06,83.09,83.06,83.55,81.81,,-0.02%
2023-10-08,85.98,85.05,86.69,84.94,,3.48%
2023-10-09,86.62,86.02,87.47,85.11,,0.74%
2023-10-10,86.17,86.64,86.94,85.36,,-0.52%
2023-10-11,83.31,86.17,86.70,83.31,,-3.32%
2023-10-12,83.62,83.30,85.36,82.48,,0.37%
2023-10-13,87.86,83.67,87.98,83.53,,5.07%
2023-10-15,87.62,87.72,88.03,87.17,,-0.27%
2023-10-16,86.77,87.64,88.31,86.37,,-0.97%
2023-10-17,88.30,86.75,88.31,85.69,,1.76%
2023-10-18,88.38,88.27,89.88,87.55,,0.09%
2023-10-19,90.44,88.36,90.82,86.72,,2.33%
2023-10-20,89.60,90.45,91.09,88.80,,-0.93%
2023-10-22,88.84,89.10,89.36,88.72,,-0.85%
2023-10-23,87.17,88.86,89.34,86.45,,-1.88%
2023-10-24,84.67,87.19,87.33,83.98,,-2.87%
2023-10-25,86.17,84.66,86.56,83.08,,1.77%
2023-10-26,84.56,86.16,86.56,83.50,,-1.87%
2023-10-27,86.12,84.55,86.82,84.01,,1.84%
2023-10-29,85.36,85.58,85.62,84.59,,-0.88%
2023-10-30,83.39,85.36,85.78,82.61,,-2.31%
2023-10-31,82.05,83.39,84.11,81.48,,-1.61%
2023-11-01,81.56,82.03,84.12,81.00,,-0.60%
2023-11-02,83.19,81.56,83.49,80.89,,2.00%
2023-11-03,81.50,83.20,84.25,80.75,,-2.03%
2023-11-05,81.58,81.61,81.61,81.19,,0.10%
2023-11-06,81.39,81.58,82.75,81.28,,-0.23%
2023-11-07,77.52,81.39,81.42,77.47,,-4.75%
2023-11-08,75.92,77.50,77.95,75.39,,-2.06%
2023-11-09,75.88,75.92,77.50,75.61,,-0.05%
2023-11-10,77.60,75.89,78.09,75.67,,2.27%
2023-11-12,77.19,77.41,77.55,77.11,,-0.53%
2023-11-13,78.80,77.18,78.90,76.47,,2.09%
2023-11-14,78.39,78.79,80.00,78.09,,-0.52%
2023-11-15,76.81,78.39,79.02,76.78,,-2.02%
2023-11-16,73.53,76.81,77.10,72.67,,-4.27%
2023-11-17,76.40,73.55,76.48,73.20,,3.90%
2023-11-19,76.53,76.02,76.56,75.81,,0.17%
2023-11-20,77.89,76.53,78.74,76.19,,1.78%
2023-11-21,77.92,77.88,78.19,77.19,,0.04%
2023-11-22,76.94,77.94,78.22,74.06,,-1.26%
2023-11-23,76.58,76.92,77.06,75.56,,-0.47%
2023-11-24,75.41,76.58,77.30,75.33,,-1.53%
2023-11-26,75.91,75.42,75.92,75.42,,0.66%
2023-11-27,75.39,75.89,76.36,74.26,,-0.69%
2023-11-28,76.86,75.42,77.20,74.86,,1.95%
2023-11-29,77.88,76.86,78.28,75.89,,1.33%
2023-11-30,75.83,77.89,79.77,75.26,,-2.63%
2023-12-01,74.56,75.84,76.92,74.11,,-1.67%
2023-12-03,74.95,74.80,75.17,74.52,,0.52%
2023-12-04,73.42,74.97,74.97,72.78,,-2.04%
2023-12-05,72.25,73.42,74.22,72.16,,-1.59%
2023-12-06,69.61,72.23,72.72,69.22,,-3.65%
2023-12-07,69.89,69.61,70.58,68.91,,0.40%
2023-12-08,71.36,69.88,71.72,69.61,,2.10%
2023-12-10,71.33,71.11,71.33,71.00,,-0.04%
2023-12-11,71.47,71.31,71.89,70.44,,0.20%
2023-12-12,68.78,71.48,72.02,68.30,,-3.76%
2023-12-13,70.00,68.78,70.03,67.81,,1.77%
2023-12-14,71.72,70.00,72.54,69.66,,2.46%
2023-12-15,71.95,71.72,72.38,70.48,,0.32%
2023-12-17,72.35,71.89,72.36,71.89,,0.56%
2023-12-18,72.62,72.34,74.44,70.83,,0.37%
2023-12-19,73.97,72.61,74.23,72.02,,1.86%
2023-12-20,73.47,73.95,75.20,73.36,,-0.68%
2023-12-21,73.69,73.47,74.42,72.36,,0.30%
2023-12-22,73.30,73.69,74.83,73.23,,-0.53%
2023-12-25,73.66,73.35,73.80,73.33,,0.49%
2023-12-26,75.12,73.65,76.04,73.02,,1.98%
2023-12-27,73.92,75.14,75.52,73.65,,-1.60%
2023-12-28,71.92,73.91,74.28,71.60,,-2.71%
2023-12-29,71.24,71.94,72.50,71.14,,-0.95%
2024-01-01,71.86,71.58,72.09,71.58,,0.87%
2024-01-02,70.41,71.86,73.53,69.97,,-2.02%
2024-01-03,72.97,70.42,73.13,69.19,,3.64%
2024-01-04,72.22,72.95,73.89,71.00,,-1.03%
2024-01-05,73.87,72.22,74.14,72.14,,2.28%
2024-01-07,73.69,73.62,73.88,73.58,,-0.24%
2024-01-08,70.69,73.70,73.78,70.07,,-4.07%
2024-01-09,72.11,70.67,72.86,70.42,,2.01%
2024-01-10,71.20,72.11,73.50,70.95,,-1.26%
2024-01-11,73.34,71.22,73.73,71.12,,3.01%
2024-01-12,72.75,73.36,75.19,72.36,,-0.80%
2024-01-14,72.53,72.53,72.58,72.03,,-0.30%
2024-01-15,72.62,72.53,72.92,71.20,,0.12%
2024-01-16,71.88,72.64,73.50,71.72,,-1.02%
2024-01-17,72.67,71.89,72.70,70.48,,1.10%
2024-01-18,73.69,72.67,74.05,72.00,,1.40%
2024-01-19,73.30,73.69,74.47,72.87,,-0.53%
2024-01-21,73.05,73.39,73.39,72.97,,-0.34%
2024-01-22,74.50,73.06,75.32,72.44,,1.98%
2024-01-23,74.33,74.50,75.11,73.28,,-0.23%
2024-01-24,75.30,74.34,75.71,73.86,,1.30%
2024-01-25,77.00,75.31,77.37,75.05,,2.26%
2024-01-26,78.05,76.99,78.13,75.95,,1.36%
2024-01-28,78.77,78.67,79.17,78.64,,0.92%
2024-01-29,76.92,78.78,78.81,76.33,,-2.35%
2024-01-30,77.70,76.92,78.03,75.77,,1.01%
2024-01-31,75.78,77.72,78.00,75.47,,-2.47%
2024-02-01,74.17,75.78,76.85,73.62,,-2.12%
2024-02-02,72.28,74.17,74.41,71.75,,-2.55%
2024-02-04,72.70,72.63,72.90,72.63,,0.58%
2024-02-05,72.60,72.70,73.20,71.34,,-0.14%
2024-02-06,73.36,72.62,73.72,72.32,,1.05%
2024-02-07,73.92,73.38,74.14,73.17,,0.76%
2024-02-08,76.39,73.92,76.53,73.52,,3.34%
2024-02-09,76.55,76.38,77.22,75.89,,0.21%
2024-02-11,76.39,76.53,76.53,76.14,,-0.21%
2024-02-12,76.94,76.41,77.05,75.50,,0.72%
2024-02-13,77.67,76.92,78.44,76.84,,0.95%
2024-02-14,76.50,77.66,78.70,76.38,,-1.51%
2024-02-15,77.89,76.50,78.33,75.78,,1.82%
2024-02-16,78.47,77.91,78.76,76.94,,0.74%
2024-02-19,78.33,78.06,78.78,77.86,,-0.18%
2024-02-20,77.44,78.31,78.77,77.06,,-1.14%
2024-02-21,78.31,77.45,78.33,76.55,,1.12%
2024-02-22,78.45,78.30,79.12,77.44,,0.18%
2024-02-23,76.80,78.44,78.58,76.55,,-2.10%
2024-02-25,76.61,76.67,76.83,76.59,,-0.25%
2024-02-26,77.81,76.59,78.20,76.03,,1.57%
2024-02-27,78.58,77.81,79.13,77.34,,0.99%
2024-02-28,78.30,78.56,79.77,77.95,,-0.36%
2024-02-29,78.41,78.29,79.42,78.10,,0.14%
2024-03-01,79.96,78.42,81.00,78.20,,1.98%
2024-03-03,80.06,80.19,80.47,79.98,,0.13%
2024-03-04,78.81,80.09,80.53,78.69,,-1.56%
2024-03-05,78.34,78.81,79.59,77.64,,-0.60%
2024-03-06,79.17,78.33,80.78,78.11,,1.06%
2024-03-07,79.31,79.16,79.63,78.13,,0.18%
2024-03-08,77.93,79.33,80.09,77.66,,-1.74%
2024-03-10,77.89,77.92,77.95,77.75,,-0.05%
2024-03-11,78.16,77.88,78.54,76.87,,0.35%
2024-03-12,78.06,78.17,78.77,77.42,,-0.13%
2024-03-13,79.75,78.06,79.94,77.67,,2.17%
2024-03-14,80.97,79.78,81.50,79.69,,1.53%
2024-03-15,81.03,80.95,81.36,80.48,,0.07%
2024-03-17,81.03,81.19,81.19,81.03,,0.00%
2024-03-18,82.62,81.03,82.94,81.00,,1.96%
2024-03-19,82.88,82.66,83.55,82.25,,0.31%
2024-03-20,82.03,82.89,83.06,81.25,,-1.03%
2024-03-21,81.34,82.00,82.31,80.71,,-0.84%
2024-03-22,81.19,81.32,81.83,80.80,,-0.18%
2024-03-24,81.23,80.95,81.28,80.95,,0.05%
2024-03-25,82.38,81.22,82.83,81.08,,1.42%
2024-03-26,81.61,82.36,82.67,81.50,,-0.93%
2024-03-27,82.05,81.61,82.08,80.88,,0.54%
2024-03-28,83.44,82.06,83.53,81.83,,1.69%
2024-03-31,83.45,83.48,83.62,83.33,,0.01%
2024-04-01,84.14,83.47,84.76,82.89,,0.83%
2024-04-02,85.75,84.12,85.86,84.12,,1.91%
2024-04-03,85.81,85.73,86.45,85.11,,0.07%
2024-04-04,87.22,85.84,87.46,84.89,,1.64%
2024-04-05,86.96,87.22,87.85,86.56,,-0.30%
2024-04-07,86.08,86.38,86.38,86.00,,-1.01%
2024-04-08,86.83,86.06,87.30,84.89,,0.87%
2024-04-09,85.47,86.83,87.16,85.28,,-1.57%
2024-04-10,86.41,85.50,86.54,84.73,,1.10%
2024-04-11,85.61,86.39,86.78,85.00,,-0.93%
2024-04-12,85.60,85.62,87.77,85.47,,-0.01%
2024-04-14,85.69,86.12,86.12,85.32,,0.11%
2024-04-15,85.86,85.70,86.08,84.16,,0.20%
2024-04-16,85.53,85.89,86.23,84.86,,-0.38%
2024-04-17,82.86,85.53,85.58,82.61,,-3.12%
2024-04-18,82.59,82.84,83.42,81.64,,-0.33%
2024-04-19,82.69,82.62,86.19,81.72,,0.12%
2024-04-21,82.44,82.34,82.61,82.34,,-0.30%
2024-04-22,82.58,82.42,82.78,81.22,,0.17%
2024-04-23,83.92,82.61,84.02,81.37,,1.62%
2024-04-24,83.16,83.91,84.16,82.91,,-0.91%
2024-04-25,84.20,83.11,84.29,82.46,,1.25%
2024-04-26,84.14,84.22,84.91,83.80,,-0.07%
2024-04-28,83.61,84.00,84.02,83.60,,-0.63%
2024-04-29,82.98,83.61,84.31,82.77,,-0.75%
2024-04-30,81.69,82.97,83.67,81.32,,-1.55%
2024-05-01,79.44,81.72,81.92,79.17,,-2.75%
2024-05-02,79.53,79.45,80.22,78.73,,0.11%
2024-05-03,78.29,79.56,79.92,78.26,,-1.56%
2024-05-05,78.64,78.44,78.84,78.33,,0.45%
2024-05-06,79.11,78.62,79.34,78.20,,0.60%
2024-05-07,78.53,79.14,79.30,77.81,,-0.73%
2024-05-08,79.47,78.53,79.48,77.12,,1.20%
2024-05-09,79.84,79.47,80.00,79.14,,0.47%
2024-05-10,78.38,79.86,80.17,78.34,,-1.83%
2024-05-12,78.22,78.25,78.30,78.12,,-0.20%
2024-05-13,79.25,78.23,79.63,77.92,,1.32%
2024-05-14,78.48,79.27,79.50,77.84,,-0.97%
2024-05-15,78.95,78.47,78.97,76.84,,0.60%
2024-05-16,79.39,78.97,79.78,78.22,,0.56%
2024-05-17,79.98,79.37,80.12,79.06,,0.74%
2024-05-19,79.78,79.97,80.14,79.77,,-0.25%
2024-05-20,79.69,79.81,80.53,79.12,,-0.11%
2024-05-21,78.69,79.69,79.70,78.06,,-1.25%
2024-05-22,77.53,78.71,78.80,77.47,,-1.47%
2024-05-23,77.22,77.53,79.04,76.81,,-0.40%
2024-05-24,78.18,77.19,78.40,76.52,,1.24%
2024-05-28,80.55,78.94,80.62,78.94,,2.03%
2024-05-29,79.53,80.55,80.92,79.30,,-1.27%
2024-05-30,78.03,79.52,79.69,77.92,,-1.89%
2024-05-31,77.44,78.00,78.89,76.94,,-0.76%
2024-06-02,77.00,77.17,77.31,76.64,,-0.57%
2024-06-03,74.28,77.00,77.75,74.05,,-3.53%
2024-06-04,73.17,74.25,74.31,72.69,,-1.49%
2024-06-05,74.62,73.17,74.64,73.06,,1.98%
2024-06-06,75.88,74.64,75.97,74.25,,1.69%
2024-06-07,75.59,75.89,76.42,75.39,,-0.38%
2024-06-09,75.50,75.39,75.64,75.39,,-0.12%
2024-06-10,78.19,75.47,78.43,75.44,,3.56%
2024-06-11,78.25,78.20,78.48,77.36,,0.08%
2024-06-12,78.39,78.23,79.44,78.01,,0.18%
2024-06-13,77.97,78.39,78.98,77.78,,-0.54%
2024-06-14,78.53,78.00,79.25,77.88,,0.72%
2024-06-16,78.28,78.44,78.54,78.28,,-0.32%
2024-06-17,80.19,78.31,80.43,78.02,,2.44%
2024-06-18,81.18,80.28,81.26,79.58,,1.23%
2024-06-19,80.98,81.15,81.56,80.72,,-0.25%
2024-06-20,81.64,81.00,81.91,80.80,,0.82%
2024-06-21,80.96,81.58,82.16,80.73,,-0.83%
2024-06-23,80.59,80.86,81.05,80.58,,-0.46%
2024-06-24,82.03,80.58,82.19,80.58,,1.79%
2024-06-25,81.06,82.06,82.22,80.89,,-1.18%
2024-06-26,80.94,81.06,81.96,80.52,,-0.15%
2024-06-27,82.19,80.97,82.36,80.83,,1.54%
2024-06-28,81.81,82.16,83.02,81.28,,-0.46%
2024-06-30,81.99,81.70,82.10,81.69,,0.22%
2024-07-01,83.67,81.98,83.88,81.88,,2.05%
2024-07-02,83.27,83.66,84.64,82.98,,-0.48%
2024-07-03,83.86,83.25,84.17,82.71,,0.71%
2024-07-04,84.16,83.84,84.43,83.25,,0.36%
2024-07-05,83.58,84.17,84.75,83.31,,-0.69%
2024-07-07,83.38,83.36,83.50,83.02,,-0.24%
2024-07-08,82.41,83.36,83.38,82.27,,-1.16%
2024-07-09,81.84,82.42,82.64,81.42,,-0.69%
2024-07-10,82.60,81.86,82.81,80.95,,0.93%
2024-07-11,83.14,82.61,83.27,81.79,,0.65%
2024-07-12,82.33,83.19,83.87,82.24,,-0.97%
2024-07-14,82.34,82.31,82.66,82.31,,0.01%
2024-07-15,81.89,82.36,82.59,81.56,,-0.55%
