"Date","Price","Open","High","Low","Vol.","Change %"
"02/06/2023","80.99","79.61","81.43","79.10","32521K","1.31%"
"02/03/2023","79.94","82.27","84.20","79.62","33032K","-2.71%"
"02/02/2023","82.17","83.34","83.61","81.25","28709K","-0.81%"
"02/01/2023","82.84","85.56","86.21","82.37","34866K","-1.95%"
"01/31/2023","84.49","85.18","85.25","83.73","11.9K","-0.48%"
"01/30/2023","84.90","86.88","87.48","84.66","65.5K","-2.03%"
"01/27/2023","86.66","87.65","88.95","85.69","10708K","-0.93%"
"01/26/2023","87.47","86.35","88.01","85.74","13910K","1.57%"
"01/25/2023","86.12","86.28","87.00","85.41","15947K","-0.01%"
"01/24/2023","86.13","88.07","88.71","85.80","20775K","-2.34%"
"01/23/2023","88.19","87.70","89.09","86.92","19241K","0.64%"
"01/20/2023","87.63","86.42","87.79","85.58","21292K","1.71%"
"01/19/2023","86.16","84.34","86.85","83.76","25096K","1.39%"
"01/18/2023","84.98","86.45","87.85","84.36","28815K","-1.09%"
"01/17/2023","85.92","84.20","86.82","84.04","23830K","1.73%"
"01/16/2023","84.46","85.36","85.59","83.83","12596K","-0.96%"
"01/13/2023","85.28","83.91","85.50","83.50","21740K","1.49%"
"01/12/2023","84.03","82.88","84.62","82.37","26407K","1.65%"
"01/11/2023","82.67","79.52","83.00","79.31","27379K","3.21%"
"01/10/2023","80.10","79.54","80.89","78.81","24435K","0.56%"
"01/09/2023","79.65","78.42","81.37","78.42","24512K","1.37%"
"01/06/2023","78.57","78.80","80.59","78.05","21542K","-0.15%"
"01/05/2023","78.69","78.16","79.97","77.61","25958K","1.09%"
"01/04/2023","77.84","82.31","82.72","77.72","31931K","-5.19%"
"01/03/2023","82.10","85.96","87.00","81.78","30286K","-4.43%"
