date,open,high,low,close,change,volume
2024-06-21,39208.51,39257.18,39061.67,39150.33,0.04%,838.54M
2024-06-24,39184.49,39571.23,39184.49,39411.21,0.67%,387.00M
2024-06-25,39398.79,39423.26,38997.23,39112.16,-0.76%,344.64M
2024-06-26,39063.15,39183.74,38908.99,39127.80,0.04%,340.84M
2024-06-27,39107.10,39250.69,39026.75,39164.06,0.09%,352.60M
2024-06-28,39092.39,39443.60,38937.15,39118.86,-0.12%,688.50M
2024-07-01,39186.20,39438.36,39037.94,39169.52,0.13%,353.38M
2024-07-02,39108.25,39340.49,39085.69,39331.85,0.41%,325.02M
2024-07-03,39358.95,39411.17,39230.86,39308.00,-0.06%,202.07M
2024-07-05,39313.40,39399.62,39168.70,39375.87,0.17%,331.49M
2024-07-08,39391.98,39654.96,39278.43,39344.79,-0.08%,364.05M
2024-07-09,39357.37,39492.28,39146.60,39291.97,-0.13%,365.56M
2024-07-10,39272.45,39736.20,39256.72,39721.36,1.09%,336.92M
2024-07-11,39695.18,39875.60,39623.12,39753.75,0.08%,363.85M
2024-07-12,39783.28,40257.24,39783.28,40000.90,0.62%,329.07M
2024-07-15,40138.40,40351.10,40136.10,40211.72,0.53%,322.33M
2024-07-16,40263.78,40988.81,40263.78,40954.48,1.85%,313.52M
2024-07-17,40862.57,41221.98,40849.71,41198.08,0.59%,438.86M
2024-07-18,41156.56,41376.00,40597.50,40665.02,-1.29%,398.28M
2024-07-19,40592.35,40626.16,40203.27,40287.53,-0.93%,354.44M
2024-07-22,40414.49,40472.53,40222.77,40415.44,0.32%,358.56M
2024-07-23,40443.73,40527.89,40319.70,40358.09,-0.14%,296.80M
2024-07-24,40210.63,40258.44,39807.45,39853.87,-1.25%,400.90M
2024-07-25,39828.63,40438.82,39817.50,39935.07,0.20%,382.49M
2024-07-26,40140.86,40753.83,40140.86,40589.34,1.64%,334.46M
2024-07-29,40665.71,40682.49,40388.83,40539.93,-0.12%,277.55M
2024-07-30,40622.13,40866.25,40529.10,40743.33,0.50%,358.45M
2024-07-31,40768.88,41198.63,40655.89,40842.79,0.24%,420.10M
2024-08-01,40916.96,41096.66,40098.57,40347.97,-1.21%,472.04M
2024-08-02,40075.33,40075.33,39358.68,39737.26,-1.51%,841.97M
2024-08-05,39056.19,39056.19,38499.27,38703.27,-2.60%,661.28M
2024-08-06,38736.22,39449.53,38638.30,38997.66,0.76%,475.42M
2024-08-07,39230.09,39477.96,38731.51,38763.45,-0.60%,428.25M
2024-08-08,38940.38,39508.40,38922.79,39446.49,1.76%,376.44M
2024-08-09,39408.06,39628.66,39230.43,39497.54,0.13%,316.32M
2024-08-12,39556.01,39587.06,39251.72,39357.01,-0.36%,312.38M
2024-08-13,39445.27,39792.80,39392.41,39765.64,1.04%,365.56M
2024-08-14,39800.59,40068.75,39737.20,40008.39,0.61%,317.80M
2024-08-15,40295.74,40590.51,40295.74,40563.06,1.39%,446.86M
2024-08-16,40528.86,40726.03,40453.58,40659.76,0.24%,323.22M
2024-08-19,40670.83,40907.32,40670.83,40896.53,0.58%,288.19M
2024-08-20,40874.52,40909.38,40756.65,40834.97,-0.15%,299.38M
2024-08-21,"40,881.03","40,974.21","40,738.43","40,792.79",-0.10%,109.14M
