date,open,high,low,close,change,volume
2023-09-20,15225.34,15245.19,14967.60,14969.92,-1.46%,21340M
2023-09-21,14813.49,14849.25,14691.69,14694.24,-1.84%,28201M
2023-09-22,14756.62,14855.92,14686.84,14701.10,0.05%,23119M
2023-09-25,14662.69,14771.12,14615.45,14768.89,0.46%,18504M
2023-09-26,14668.45,14678.48,14505.68,14545.83,-1.51%,24396M
2023-09-27,14600.14,14657.21,14432.60,14580.16,0.24%,25142M
2023-09-28,14530.96,14787.58,14510.17,14702.77,0.84%,22768M
2023-09-29,14853.35,14901.85,14664.78,14715.24,0.08%,26542M
2023-10-02,14717.90,14892.18,14701.52,14837.57,0.83%,21304M
2023-10-03,14744.05,14819.87,14504.14,14565.62,-1.83%,23810M
2023-10-04,14613.23,14803.04,14592.55,14776.25,1.45%,24040M
2023-10-05,14769.55,14784.69,14584.39,14723.22,-0.36%,22419M
2023-10-06,14622.23,15021.38,14575.95,14973.24,1.70%,26009M
2023-10-09,14871.57,15070.64,14816.32,15047.16,0.49%,18692M
2023-10-10,15074.04,15241.94,15050.54,15131.52,0.56%,21572M
2023-10-11,15194.53,15248.22,15119.62,15241.12,0.72%,20713M
2023-10-12,15264.11,15333.98,15090.69,15184.10,-0.37%,23116M
2023-10-13,15225.73,15232.37,14943.42,14995.12,-1.24%,23624M
2023-10-16,15054.48,15209.50,15047.27,15172.73,1.18%,22284M
2023-10-17,15009.26,15187.06,14932.77,15122.01,-0.33%,24051M
2023-10-18,15022.28,15103.87,14865.81,14909.26,-1.41%,22974M
2023-10-19,14981.13,15023.91,14749.30,14783.13,-0.85%,26942M
2023-10-20,14752.58,14781.22,14552.12,14560.88,-1.50%,29618M
2023-10-23,14514.11,14746.37,14419.06,14604.85,0.30%,22476M
2023-10-24,14678.41,14774.16,14610.33,14745.86,0.97%,23098M
2023-10-25,14642.08,14643.69,14362.24,14381.64,-2.47%,30130M
2023-10-26,14314.01,14372.51,14058.33,14109.57,-1.89%,30670M
2023-10-27,14245.75,14321.04,14130.37,14180.42,0.50%,27521M
2023-10-30,14283.98,14388.20,14225.86,14335.51,1.09%,23434M
2023-10-31,14340.86,14420.44,14232.40,14409.78,0.52%,25405M
2023-11-01,14453.68,14677.86,14441.89,14664.91,1.77%,30092M
2023-11-02,14856.95,14930.76,14792.81,14919.54,1.74%,29994M
2023-11-03,14985.12,15149.78,14965.29,15099.49,1.21%,27024M
2023-11-06,15137.17,15180.19,15064.91,15154.93,0.37%,21835M
2023-11-07,15201.77,15335.44,15153.31,15296.02,0.93%,23375M
2023-11-08,15313.90,15343.19,15220.88,15313.24,0.11%,24161M
2023-11-09,15351.12,15382.11,15171.32,15187.90,-0.82%,26509M
2023-11-10,15252.36,15535.20,15237.17,15529.12,2.25%,27909M
2023-11-13,15469.21,15524.66,15404.71,15482.79,-0.30%,19795M
2023-11-14,15744.36,15850.34,15726.12,15812.47,2.13%,29064M
2023-11-15,15881.72,15904.63,15765.30,15817.18,0.03%,27437M
2023-11-16,15765.20,15842.63,15738.22,15833.17,0.10%,27532M
2023-11-17,15803.98,15876.87,15766.95,15837.99,0.03%,25985M
2023-11-20,15845.20,16056.76,15844.83,16027.06,1.19%,24796M
2023-11-21,15951.55,15968.09,15866.82,15933.62,-0.58%,21324M
2023-11-22,16025.74,16119.31,15964.04,16001.39,0.43%,20306M
2023-11-24,15974.85,16007.43,15940.62,15982.01,-0.12%,10312M
2023-11-27,15969.72,16045.30,15932.19,15961.98,-0.13%,21616M
2023-11-28,15940.29,16031.51,15921.07,16010.43,0.30%,23930M
2023-11-29,16111.36,16166.51,15976.69,15987.60,-0.14%,23125M
2023-11-30,15987.66,16013.48,15825.67,15947.87,-0.25%,44557M
2023-12-01,15892.59,16013.75,15834.93,15997.58,0.31%,24768M
2023-12-04,15837.12,15852.45,15695.58,15839.67,-0.99%,25586M
2023-12-05,15763.66,15931.84,15760.59,15877.71,0.24%,23101M
2023-12-06,15990.20,15990.94,15776.95,15788.05,-0.56%,23239M
2023-12-07,15888.23,16042.51,15875.48,16022.49,1.48%,26270M
2023-12-08,15952.85,16100.86,15937.58,16084.69,0.39%,24549M
2023-12-11,16069.62,16232.25,16061.87,16221.74,0.85%,30378M
2023-12-12,16209.61,16354.25,16175.46,16354.25,0.82%,25146M
2023-12-13,16392.18,16581.04,16357.21,16562.37,1.27%,26547M
2023-12-14,16603.54,16660.71,16419.26,16537.83,-0.15%,39317M
2023-12-15,16587.00,16669.77,16557.01,16623.45,0.52%,98369M
2023-12-18,16631.11,16764.31,16629.29,16729.80,0.64%,24990M
2023-12-19,16734.25,16813.01,16733.38,16811.86,0.49%,22914M
2023-12-20,16763.64,16860.68,16552.06,16554.16,-1.53%,27640M
2023-12-21,16719.61,16768.02,16621.52,16757.41,1.23%,21745M
2023-12-22,16799.02,16839.25,16703.57,16777.40,0.12%,17089M
2023-12-26,16816.78,16907.51,16813.56,16878.46,0.60%,14687M
2023-12-27,16896.14,16922.01,16859.55,16906.80,0.17%,18317M
2023-12-28,16963.52,16969.17,16891.32,16898.47,-0.05%,15033M
2023-12-29,16902.45,16919.51,16757.88,16825.93,-0.43%,19679M
2024-01-02,16667.30,16686.60,16453.15,16543.94,-1.68%,27122M
2024-01-03,16413.26,16471.08,16352.14,16368.49,-1.06%,23968M
2024-01-04,16290.78,16419.44,16276.43,16282.01,-0.53%,25145M
2024-01-05,16281.74,16415.39,16249.19,16305.98,0.15%,22209M
2024-01-08,16354.22,16655.23,16349.39,16649.87,2.11%,27436M
2024-01-09,16531.96,16710.88,16513.73,16678.70,0.17%,22471M
2024-01-10,16702.55,16827.37,16654.74,16793.04,0.69%,21006M
2024-01-11,16852.19,16898.16,16618.86,16820.90,0.17%,22032M
2024-01-12,16855.00,16900.37,16776.92,16832.92,0.07%,18992M
2024-01-16,16775.10,16895.33,16726.59,16830.71,-0.01%,24819M
2024-01-17,16705.51,16749.11,16561.49,16736.28,-0.56%,21788M
2024-01-18,16894.33,16996.98,16818.13,16982.29,1.47%,26484M
2024-01-19,17060.14,17317.21,17041.85,17314.01,1.95%,32784M
2024-01-22,17403.62,17450.30,17309.87,17330.38,0.09%,25799M
2024-01-23,17346.95,17410.86,17286.02,17404.21,0.43%,20169M
2024-01-24,17562.32,17665.26,17481.97,17499.30,0.55%,26244M
2024-01-25,17589.27,17631.34,17430.38,17516.99,0.10%,29267M
2024-01-26,17432.87,17514.76,17395.54,17421.01,-0.55%,25348M
2024-01-29,17438.03,17603.95,17414.62,17596.27,1.01%,23992M
2024-01-30,17556.49,17578.46,17443.77,17476.71,-0.68%,24522M
2024-01-31,17269.97,17375.32,17128.74,17137.24,-1.94%,36766M
2024-02-01,17216.99,17356.76,17175.83,17344.71,1.21%,25082M
2024-02-02,17415.94,17682.29,17378.37,17642.73,1.72%,31628M
2024-02-05,17634.69,17655.77,17469.62,17613.04,-0.17%,25295M
2024-02-06,17664.44,17680.62,17475.43,17572.73,-0.23%,23877M
2024-02-07,17674.59,17784.17,17637.73,17755.07,1.04%,25824M
2024-02-08,17757.60,17814.12,17728.55,17783.17,0.16%,23385M
2024-02-09,17820.98,17987.90,17798.81,17962.40,1.01%,25635M
2024-02-12,17942.28,18041.45,17859.66,17882.66,-0.44%,23124M
2024-02-13,17519.80,17717.67,17478.23,17600.42,-1.58%,27102M
2024-02-14,17728.90,17815.18,17619.92,17807.63,1.18%,24024M
2024-02-15,17815.32,17864.59,17722.31,17845.72,0.21%,25711M
2024-02-16,17853.59,17864.16,17663.40,17685.98,-0.90%,26465M
2024-02-20,17591.17,17657.08,17399.41,17546.10,-0.79%,27121M
2024-02-21,17412.79,17482.13,17319.44,17478.91,-0.38%,23918M
2024-02-22,17857.76,18034.80,17808.26,18004.70,3.01%,31527M
2024-02-23,18052.59,18091.62,17902.78,17937.61,-0.37%,26498M
2024-02-26,17970.21,18014.11,17926.66,17933.33,-0.02%,23830M
2024-02-27,17962.58,17987.54,17871.06,17971.05,0.21%,20582M
2024-02-28,17895.03,17931.01,17840.36,17874.50,-0.54%,19352M
2024-02-29,17991.67,18068.52,17866.26,18043.85,0.95%,46432M
2024-03-01,18069.29,18333.26,18064.44,18302.91,1.44%,27413M
2024-03-04,18290.10,18313.43,18218.24,18226.48,-0.42%,29188M
2024-03-05,18088.71,18097.50,17804.49,17897.87,-1.80%,29254M
2024-03-06,18083.51,18142.88,17941.64,18017.57,0.67%,27411M
2024-03-07,18161.73,18337.95,18101.43,18297.99,1.56%,27940M
2024-03-08,18312.79,18416.73,17995.38,18018.45,-1.53%,31056M
2024-03-11,17959.68,18003.05,17873.33,17951.69,-0.37%,23972M
2024-03-12,18063.02,18228.37,17919.33,18219.12,1.49%,24102M
2024-03-13,18151.76,18163.74,18030.40,18068.47,-0.83%,27894M
