date,open,high,low,close,change,volume
2023-01-03,3853.29,3878.46,3794.33,3824.14,-0.40%,0
2023-01-04,3840.36,3873.16,3815.77,3852.97,0.75%,0
2023-01-05,3839.74,3839.74,3802.42,3808.10,-1.16%,0
2023-01-06,3823.37,3906.19,3809.56,3895.08,2.28%,0
2023-01-09,3910.82,3950.57,3890.42,3892.09,-0.08%,0
2023-01-10,3888.57,3919.83,3877.29,3919.25,0.70%,0
2023-01-11,3932.35,3970.07,3928.54,3969.61,1.28%,0
2023-01-12,3977.57,3997.76,3937.56,3983.17,0.34%,0
2023-01-13,3960.60,4003.95,3947.67,3999.09,0.40%,0
2023-01-17,3999.28,4015.39,3984.57,3990.97,-0.20%,0
2023-01-18,4002.25,4014.16,3926.59,3928.86,-1.56%,0
2023-01-19,3911.84,3922.94,3885.54,3898.85,-0.76%,0
2023-01-20,3909.04,3972.96,3897.86,3972.61,1.89%,0
2023-01-23,3978.14,4039.31,3971.64,4019.81,1.19%,0
2023-01-24,4001.74,4023.92,3989.79,4016.95,-0.07%,0
2023-01-25,3982.71,4019.55,3949.06,4016.22,-0.02%,0
2023-01-26,4036.08,4061.57,4013.29,4060.43,1.10%,0
2023-01-27,4053.72,4094.21,4048.70,4070.56,0.25%,0
2023-01-30,4049.27,4063.85,4015.55,4017.77,-1.30%,0
2023-01-31,4020.85,4077.16,4020.44,4076.60,1.46%,0
2023-02-01,4070.07,4148.95,4037.20,4119.21,1.05%,0
2023-02-02,4158.68,4195.44,4141.88,4179.76,1.47%,0
2023-02-03,4136.69,4182.36,4123.36,4136.48,-1.04%,0
2023-02-06,4119.57,4124.63,4093.38,4111.08,-0.61%,0
2023-02-07,4105.35,4176.54,4088.39,4164.00,1.29%,0
2023-02-08,4153.47,4156.85,4111.67,4117.86,-1.11%,0
2023-02-09,4144.25,4156.23,4069.67,4081.50,-0.88%,0
2023-02-10,4068.92,4094.36,4060.79,4090.46,0.22%,0
2023-02-13,4096.62,4138.90,4092.67,4137.29,1.14%,0
2023-02-14,4126.70,4159.77,4095.01,4136.13,-0.03%,0
2023-02-15,4119.50,4148.11,4103.98,4147.60,0.28%,0
2023-02-16,4114.75,4136.54,4089.49,4090.41,-1.38%,0
2023-02-17,4077.39,4081.51,4047.95,4079.09,-0.28%,0
2023-02-21,4052.35,4052.35,3995.19,3997.34,-2.00%,0
2023-02-22,4001.83,4017.37,3976.90,3991.05,-0.16%,0
2023-02-23,4018.60,4028.30,3969.19,4012.32,0.53%,0
2023-02-24,3973.24,3978.25,3943.08,3970.04,-1.05%,0
2023-02-27,3992.36,4018.05,3973.55,3982.24,0.31%,0
2023-02-28,3977.19,3997.50,3968.98,3970.15,-0.30%,0
2023-03-01,3963.34,3971.73,3939.05,3951.39,-0.47%,0
2023-03-02,3938.68,3990.84,3928.16,3981.35,0.76%,0
2023-03-03,3998.02,4048.29,3995.17,4045.64,1.61%,0
2023-03-06,4055.15,4078.49,4044.61,4048.42,0.07%,0
2023-03-07,4048.26,4050.00,3980.31,3986.37,-1.53%,0
2023-03-08,3987.55,4000.41,3969.76,3992.01,0.14%,0
2023-03-09,3998.66,4017.81,3908.70,3918.32,-1.85%,0
2023-03-10,3912.77,3934.05,3846.32,3861.59,-1.45%,0
2023-03-13,3835.12,3905.05,3808.86,3855.76,-0.15%,0
2023-03-14,3894.01,3937.29,3873.63,3919.29,1.65%,0
2023-03-15,3876.74,3894.26,3838.24,3891.93,-0.70%,0
2023-03-16,3878.93,3964.46,3864.11,3960.28,1.76%,0
2023-03-17,3958.69,3958.91,3901.27,3916.64,-1.10%,0
2023-03-20,3917.47,3956.62,3916.89,3951.57,0.89%,0
2023-03-21,3975.89,4009.08,3971.19,4002.87,1.30%,0
2023-03-22,4002.04,4039.49,3936.17,3936.97,-1.65%,0
2023-03-23,3959.21,4007.66,3919.05,3948.72,0.30%,0
2023-03-24,3939.21,3972.74,3909.16,3970.99,0.56%,0
2023-03-27,3982.93,4003.83,3970.49,3977.53,0.16%,0
2023-03-28,3974.13,3979.20,3951.53,3971.27,-0.16%,0
2023-03-29,3999.53,4030.59,3999.53,4027.81,1.42%,0
2023-03-30,4046.74,4057.85,4032.10,4050.83,0.57%,0
2023-03-31,4056.18,4110.75,4056.18,4109.31,1.44%,0
2023-04-03,4102.20,4127.66,4098.79,4124.51,0.37%,0
2023-04-04,4128.03,4133.13,4086.87,4100.60,-0.58%,0
2023-04-05,4094.50,4099.69,4072.56,4090.38,-0.25%,0
2023-04-06,4081.15,4107.32,4069.84,4105.02,0.36%,0
2023-04-10,4085.20,4109.50,4072.55,4109.11,0.10%,0
2023-04-11,4110.29,4124.26,4102.61,4108.94,0.00%,0
2023-04-12,4121.72,4134.37,4086.94,4091.95,-0.41%,0
2023-04-13,4100.04,4150.26,4099.40,4146.22,1.33%,0
2023-04-14,4140.11,4163.19,4113.20,4137.64,-0.21%,0
2023-04-17,4137.17,4151.72,4123.18,4151.32,0.33%,0
2023-04-18,4164.26,4169.48,4140.36,4154.87,0.09%,0
2023-04-19,4139.33,4162.57,4134.49,4154.52,-0.01%,0
2023-04-20,4130.48,4148.57,4114.57,4129.79,-0.60%,0
2023-04-21,4132.14,4138.02,4113.86,4133.52,0.09%,0
2023-04-24,4132.07,4142.41,4117.77,4137.04,0.09%,0
2023-04-25,4126.43,4126.43,4071.38,4071.63,-1.58%,0
2023-04-26,4087.78,4089.67,4049.35,4055.99,-0.38%,0
2023-04-27,4075.29,4138.24,4075.29,4135.35,1.96%,0
2023-04-28,4129.63,4170.06,4127.18,4169.48,0.83%,0
2023-05-01,4166.79,4186.92,4164.12,4167.87,-0.04%,0
2023-05-02,4164.10,4164.10,4089.72,4119.58,-1.16%,0
2023-05-03,4122.25,4148.30,4088.86,4090.75,-0.70%,0
2023-05-04,4082.55,4082.61,4048.28,4061.22,-0.72%,0
